Client Number,Attrition Flag,Customer Age,Gender,Dependent Count,Education Level,Marital Status,Income Category,Card Category,Months on Book,Total Relationship Count,Months Inactive (Last 12 Months),Contacts Count (Last 12 Months),Credit Limit,Total Revolving Balance,Average Open to Buy,Total Amount Change (Q4 vs Q1),Total Transaction Amount,Total Transaction Count,Total Transaction Count Change (Q4 vs Q1),Average Utilization Ratio,Age Group,Tenure Years,Avg Transaction Value,Utilization Tier
789025083,Existing Customer,40,Male,4,Unknown,Unknown,Less than $40K,Blue,27,5,3,0,1438.3,860,578.3,0.79,4655,82,0.864,0.598,Adult,2.25,56.77,Moderate
713804058,Existing Customer,45,Female,4,College,Married,Less than $40K,Blue,36,5,2,3,4187.0,2199,1988.0,0.908,4647,81,0.884,0.525,Adult,3.0,57.37,Moderate
718791708,Attrited Customer,48,Male,2,High School,Married,$80K - $120K,Blue,32,1,2,4,16362.0,2268,14094.0,0.841,2228,37,0.85,0.139,Middle-Aged,2.67,60.22,Low
785529708,Existing Customer,59,Male,1,Graduate,Single,$120K +,Blue,53,6,2,2,34516.0,0,34516.0,0.711,4333,70,0.628,0.0,Middle-Aged,4.42,61.9,Low
794528283,Existing Customer,44,Male,4,College,Married,$60K - $80K,Blue,28,4,2,2,2748.0,878,1870.0,0.633,3383,67,0.558,0.32,Adult,2.33,50.49,Moderate
794856033,Existing Customer,38,Male,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,2,3,5242.0,470,4772.0,0.805,4306,77,0.604,0.09,Adult,2.67,55.92,Low
712939533,Existing Customer,43,Male,5,Graduate,Married,$60K - $80K,Blue,35,4,3,0,21585.0,986,20599.0,0.631,3789,70,0.75,0.046,Adult,2.92,54.13,Low
708178608,Existing Customer,31,Female,0,Graduate,Married,Unknown,Blue,36,4,2,2,2488.0,0,2488.0,1.05,4226,73,0.521,0.0,Adult,3.0,57.89,Low
716556258,Existing Customer,50,Female,3,Doctorate,Single,Less than $40K,Blue,39,6,1,3,9966.0,0,9966.0,0.966,4401,60,1.069,0.0,Middle-Aged,3.25,73.35,Low
708404883,Existing Customer,45,Female,2,High School,Single,Unknown,Blue,37,4,2,4,27804.0,0,27804.0,1.301,2761,57,0.966,0.0,Adult,3.08,48.44,Low
709742958,Existing Customer,45,Male,5,High School,Married,$60K - $80K,Blue,37,3,1,3,15626.0,1148,14478.0,1.028,3386,65,0.711,0.073,Adult,3.08,52.09,Low
772695033,Attrited Customer,47,Male,5,High School,Single,$80K - $120K,Blue,37,3,4,4,18800.0,2517,16283.0,0.482,1575,23,0.211,0.134,Middle-Aged,3.08,68.48,Low
714850158,Existing Customer,49,Male,4,Graduate,Single,$80K - $120K,Blue,36,5,1,3,1963.0,1516,447.0,0.872,4150,75,0.744,0.772,Middle-Aged,3.0,55.33,High
708831858,Attrited Customer,43,Female,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579.0,1506,3073.0,0.443,1915,44,0.375,0.329,Adult,2.5,43.52,Moderate
718076733,Existing Customer,43,Male,1,Graduate,Single,$60K - $80K,Silver,31,4,3,3,25824.0,1170,24654.0,0.684,3101,73,0.78,0.045,Adult,2.58,42.48,Low
714336333,Existing Customer,48,Male,4,Doctorate,Unknown,$80K - $120K,Blue,40,3,2,2,3429.0,1268,2161.0,0.703,4422,64,1.783,0.37,Middle-Aged,3.33,69.09,Moderate
780006783,Attrited Customer,59,Male,1,Uneducated,Single,$40K - $60K,Silver,49,3,2,2,15809.0,0,15809.0,0.992,3109,48,0.412,0.0,Middle-Aged,4.08,64.77,Low
779741883,Existing Customer,47,Female,2,Unknown,Single,Less than $40K,Blue,32,6,1,3,2493.0,831,1662.0,0.581,4274,68,0.581,0.333,Middle-Aged,2.67,62.85,Moderate
780657708,Existing Customer,48,Male,2,Unknown,Married,$80K - $120K,Blue,37,4,3,3,6593.0,0,6593.0,0.667,3520,69,0.769,0.0,Middle-Aged,3.08,51.01,Low
771342183,Attrited Customer,53,Female,3,Graduate,Single,$40K - $60K,Blue,40,6,3,2,1625.0,0,1625.0,0.689,2314,43,0.433,0.0,Middle-Aged,3.33,53.81,Low
712901283,Attrited Customer,53,Female,2,Graduate,Single,$40K - $60K,Blue,36,2,3,2,2121.0,0,2121.0,0.618,1464,32,0.778,0.0,Middle-Aged,3.0,45.75,Low
802101858,Existing Customer,40,Female,2,Unknown,Married,Less than $40K,Blue,34,3,3,3,4757.0,1978,2779.0,0.959,4220,71,0.775,0.416,Adult,2.83,59.44,Moderate
718473558,Attrited Customer,42,Female,3,Doctorate,Single,Less than $40K,Blue,18,5,3,4,8668.0,0,8668.0,0.275,1402,38,0.31,0.0,Adult,1.5,36.89,Low
743590608,Existing Customer,50,Male,2,High School,Married,$60K - $80K,Blue,43,6,3,4,21869.0,950,20919.0,0.866,4233,71,0.775,0.043,Middle-Aged,3.58,59.62,Low
720146733,Existing Customer,45,Female,4,Graduate,Unknown,Less than $40K,Blue,34,5,4,2,2480.0,1890,590.0,0.652,4114,66,0.737,0.762,Adult,2.83,62.33,High
788252358,Existing Customer,49,Male,3,High School,Single,$60K - $80K,Blue,40,3,4,2,8190.0,1716,6474.0,0.781,3529,84,0.787,0.21,Middle-Aged,3.33,42.01,Low
717740658,Existing Customer,55,Female,2,College,Married,Less than $40K,Blue,45,5,2,4,1850.0,942,908.0,0.757,4134,78,0.625,0.509,Middle-Aged,3.75,53.0,Moderate
714567708,Existing Customer,46,Female,1,Uneducated,Divorced,Less than $40K,Blue,36,5,3,3,2483.0,2049,434.0,0.69,4421,74,0.51,0.825,Middle-Aged,3.0,59.74,High
711208083,Existing Customer,40,Female,4,Unknown,Married,Less than $40K,Blue,30,6,3,2,2925.0,1447,1478.0,0.563,4455,77,0.604,0.495,Adult,2.5,57.86,Moderate
709708233,Attrited Customer,49,Female,3,Doctorate,Married,Less than $40K,Blue,29,3,4,2,7066.0,0,7066.0,0.479,1695,38,0.31,0.0,Middle-Aged,2.42,44.61,Low
709957158,Existing Customer,48,Male,4,High School,Married,$40K - $60K,Blue,40,5,1,2,2514.0,2251,263.0,0.852,3942,65,0.625,0.895,Middle-Aged,3.33,60.65,High
828288333,Existing Customer,50,Male,0,Uneducated,Married,$60K - $80K,Blue,46,4,1,3,3640.0,659,2981.0,0.938,3756,70,0.842,0.181,Middle-Aged,3.83,53.66,Low
709178733,Attrited Customer,50,Female,2,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,3,5527.0,1120,4407.0,0.442,2281,37,0.48,0.203,Middle-Aged,3.0,61.65,Low
721325133,Existing Customer,45,Male,2,College,Married,$80K - $120K,Blue,36,6,1,3,31625.0,0,31625.0,0.559,4503,77,0.674,0.0,Adult,3.0,58.48,Low
816606333,Existing Customer,57,Male,2,High School,Single,$80K - $120K,Blue,52,6,3,4,32409.0,0,32409.0,0.943,4218,66,0.571,0.0,Middle-Aged,4.33,63.91,Low
720454158,Existing Customer,44,Male,2,Unknown,Single,$60K - $80K,Blue,30,6,2,2,9827.0,600,9227.0,0.477,2840,63,0.537,0.061,Adult,2.5,45.08,Low
717444558,Existing Customer,50,Female,1,Graduate,Married,Less than $40K,Blue,38,4,1,3,2623.0,1714,909.0,0.807,5237,76,0.81,0.653,Middle-Aged,3.17,68.91,Moderate
816756783,Existing Customer,42,Male,2,High School,Unknown,$40K - $60K,Blue,37,6,2,3,2993.0,2249,744.0,0.863,4106,81,0.528,0.751,Adult,3.08,50.69,High
715474833,Existing Customer,37,Male,2,College,Single,$80K - $120K,Blue,36,3,2,2,12944.0,1399,11545.0,0.507,4389,84,0.68,0.108,Adult,3.0,52.25,Low
718271958,Existing Customer,54,Male,2,Uneducated,Married,$60K - $80K,Blue,34,5,1,4,6401.0,1471,4930.0,0.655,4465,63,0.703,0.23,Middle-Aged,2.83,70.87,Low
708924783,Existing Customer,43,Male,3,Graduate,Divorced,$80K - $120K,Blue,36,4,1,0,5506.0,2129,3377.0,0.705,4024,62,0.55,0.387,Adult,3.0,64.9,Moderate
717669483,Existing Customer,52,Male,1,Graduate,Single,$80K - $120K,Blue,44,3,3,1,34516.0,0,34516.0,0.551,1737,38,0.9,0.0,Middle-Aged,3.67,45.71,Low
809360883,Existing Customer,46,Male,4,College,Single,$60K - $80K,Blue,41,3,1,1,17673.0,1783,15890.0,1.003,3160,59,1.36,0.101,Middle-Aged,3.42,53.56,Low
717176508,Existing Customer,43,Female,3,Unknown,Single,$40K - $60K,Blue,34,5,3,4,2656.0,1166,1490.0,0.586,4171,80,0.818,0.439,Adult,2.83,52.14,Moderate
711571383,Existing Customer,46,Male,2,High School,Unknown,Less than $40K,Blue,37,3,1,1,6118.0,1092,5026.0,0.757,4434,81,0.62,0.178,Middle-Aged,3.08,54.74,Low
713444058,Existing Customer,45,Male,1,Unknown,Divorced,$40K - $60K,Silver,31,3,1,1,17437.0,2225,15212.0,0.814,3381,51,0.594,0.128,Adult,2.58,66.29,Low
713253858,Attrited Customer,50,Female,1,College,Married,Unknown,Blue,37,2,2,3,1461.0,0,1461.0,0.563,2176,40,0.379,0.0,Middle-Aged,3.08,54.4,Low
719609433,Existing Customer,55,Female,4,Uneducated,Divorced,$40K - $60K,Blue,43,5,3,2,1965.0,1525,440.0,0.855,4671,69,0.816,0.776,Middle-Aged,3.58,67.7,High
797234508,Existing Customer,51,Male,3,Unknown,Single,$60K - $80K,Silver,45,3,2,4,30899.0,0,30899.0,0.502,1481,20,0.333,0.0,Middle-Aged,3.75,74.05,Low
714537258,Existing Customer,48,Male,3,Doctorate,Married,$60K - $80K,Blue,36,3,2,1,8876.0,1132,7744.0,0.844,3779,78,0.814,0.128,Middle-Aged,3.0,48.45,Low
793412958,Existing Customer,44,Male,4,Unknown,Married,$60K - $80K,Blue,38,3,1,3,2440.0,1501,939.0,0.744,4382,88,0.66,0.615,Adult,3.17,49.8,Moderate
714680208,Existing Customer,50,Female,1,High School,Married,Less than $40K,Blue,45,5,3,4,1652.0,1318,334.0,0.593,4533,69,0.533,0.798,Middle-Aged,3.75,65.7,High
715240683,Existing Customer,46,Male,4,High School,Married,$80K - $120K,Blue,37,3,2,3,15535.0,1302,14233.0,0.461,3718,66,0.61,0.084,Middle-Aged,3.08,56.33,Low
803796708,Attrited Customer,52,Male,3,Uneducated,Unknown,$120K +,Blue,46,2,4,4,13354.0,0,13354.0,0.018,1097,28,0.077,0.0,Middle-Aged,3.83,39.18,Low
717368208,Attrited Customer,49,Male,1,Graduate,Single,$120K +,Blue,36,6,2,4,26723.0,0,26723.0,0.716,2138,43,0.593,0.0,Middle-Aged,3.0,49.72,Low
802662858,Existing Customer,55,Female,2,Graduate,Divorced,Less than $40K,Blue,49,5,1,4,3949.0,2024,1925.0,0.667,3495,64,0.882,0.513,Middle-Aged,4.08,54.61,Moderate
780206958,Existing Customer,49,Male,4,Graduate,Married,$60K - $80K,Blue,39,3,2,2,5937.0,2120,3817.0,0.654,4228,70,0.75,0.357,Middle-Aged,3.25,60.4,Moderate
779906658,Existing Customer,40,Male,4,Doctorate,Single,Unknown,Blue,24,3,2,4,18806.0,1192,17614.0,0.745,3142,62,0.824,0.063,Adult,2.0,50.68,Low
772341783,Attrited Customer,45,Female,3,High School,Single,Unknown,Blue,35,3,2,6,3512.0,2517,995.0,0.597,1801,48,0.548,0.717,Adult,2.92,37.52,High
711491283,Existing Customer,44,Female,3,Doctorate,Married,Less than $40K,Blue,36,4,3,0,1975.0,1264,711.0,0.671,2959,63,0.8,0.64,Adult,3.0,46.97,Moderate
720211533,Existing Customer,41,Female,4,Uneducated,Married,Less than $40K,Blue,33,5,2,3,2888.0,821,2067.0,0.931,4713,77,1.026,0.284,Adult,2.75,61.21,Low
715409733,Attrited Customer,47,Female,4,College,Single,Less than $40K,Blue,36,2,2,3,2263.0,0,2263.0,0.752,2385,33,0.375,0.0,Middle-Aged,3.0,72.27,Low
710974308,Existing Customer,38,Male,1,Graduate,Unknown,$80K - $120K,Blue,36,3,3,4,26792.0,1671,25121.0,0.938,3587,66,0.571,0.062,Adult,3.0,54.35,Low
715732533,Attrited Customer,52,Male,4,Graduate,Married,$60K - $80K,Blue,36,4,1,3,9375.0,1625,7750.0,0.532,2108,51,0.5,0.173,Middle-Aged,3.0,41.33,Low
713722608,Attrited Customer,48,Female,2,Unknown,Divorced,Less than $40K,Blue,35,3,1,4,2806.0,2514,292.0,0.341,1757,35,0.4,0.896,Middle-Aged,2.92,50.2,High
709101258,Attrited Customer,41,Female,2,High School,Divorced,Less than $40K,Blue,28,4,2,2,1478.0,524,954.0,0.751,2180,46,0.643,0.355,Adult,2.33,47.39,Moderate
708588408,Existing Customer,53,Male,3,Uneducated,Single,$60K - $80K,Blue,36,6,2,2,6836.0,1607,5229.0,0.524,4421,74,0.542,0.235,Middle-Aged,3.0,59.74,Low
721427358,Attrited Customer,47,Male,4,Unknown,Divorced,$80K - $120K,Blue,28,6,1,3,8757.0,0,8757.0,0.507,2108,47,0.516,0.0,Middle-Aged,2.33,44.85,Low
717099408,Existing Customer,40,Male,3,Graduate,Married,$60K - $80K,Blue,29,6,3,2,10529.0,0,10529.0,0.729,4583,87,0.851,0.0,Adult,2.42,52.68,Low
715155033,Existing Customer,61,Male,0,High School,Single,$40K - $60K,Blue,49,6,1,4,2122.0,975,1147.0,0.807,5224,85,0.667,0.459,Senior,4.08,61.46,Moderate
789586833,Existing Customer,45,Female,3,Post-Graduate,Married,Unknown,Blue,38,5,2,1,2883.0,1732,1151.0,0.638,4053,85,0.635,0.601,Adult,3.17,47.68,Moderate
709338633,Attrited Customer,56,Female,1,Graduate,Single,$40K - $60K,Blue,37,2,4,3,2339.0,0,2339.0,0.493,1542,45,0.607,0.0,Middle-Aged,3.08,34.27,Low
714106833,Existing Customer,57,Female,3,Graduate,Unknown,Less than $40K,Blue,47,6,3,1,5225.0,2290,2935.0,0.962,4239,69,0.683,0.438,Middle-Aged,3.92,61.43,Moderate
741116058,Existing Customer,48,Male,2,Graduate,Married,$40K - $60K,Blue,41,5,2,4,2582.0,1399,1183.0,0.559,2144,42,0.909,0.542,Middle-Aged,3.42,51.05,Moderate
813755658,Existing Customer,60,Male,1,Graduate,Single,$80K - $120K,Blue,55,6,2,1,11524.0,0,11524.0,0.682,3598,72,0.532,0.0,Middle-Aged,4.58,49.97,Low
718855983,Existing Customer,49,Female,4,High School,Single,Unknown,Blue,36,3,3,4,13039.0,1840,11199.0,0.793,4010,69,0.5,0.141,Middle-Aged,3.0,58.12,Low
711245433,Attrited Customer,50,Female,4,Graduate,Single,Unknown,Blue,41,5,3,3,2509.0,0,2509.0,0.702,2281,41,0.367,0.0,Middle-Aged,3.42,55.63,Low
814219008,Existing Customer,65,Male,1,Doctorate,Single,$40K - $60K,Blue,56,5,2,2,1456.0,867,589.0,0.725,3953,69,0.725,0.595,Senior,4.67,57.29,Moderate
711916533,Existing Customer,57,Male,2,Unknown,Single,$120K +,Blue,44,5,1,2,5612.0,1884,3728.0,0.77,4734,83,0.886,0.336,Middle-Aged,3.67,57.04,Moderate
715182108,Existing Customer,51,Female,3,High School,Married,Less than $40K,Blue,35,6,1,3,3025.0,1912,1113.0,0.674,4626,78,0.773,0.632,Middle-Aged,2.92,59.31,Moderate
717078933,Existing Customer,40,Female,5,Graduate,Single,Less than $40K,Blue,29,3,2,4,4205.0,2517,1688.0,0.652,4256,69,0.725,0.599,Adult,2.42,61.68,Moderate
719491233,Existing Customer,55,Male,1,College,Single,$120K +,Blue,42,6,2,3,3515.0,2517,998.0,1.051,4313,72,0.8,0.716,Middle-Aged,3.5,59.9,High
789520533,Existing Customer,52,Male,2,Uneducated,Single,$120K +,Blue,44,6,3,2,26174.0,1864,24310.0,0.684,4551,65,0.667,0.071,Middle-Aged,3.67,70.02,Low
714738033,Existing Customer,44,Female,4,Graduate,Married,Less than $40K,Blue,25,5,3,2,1602.0,1044,558.0,0.781,5428,85,0.635,0.652,Adult,2.08,63.86,Moderate
718576908,Existing Customer,49,Female,4,Uneducated,Married,Unknown,Blue,36,4,1,3,29939.0,0,29939.0,0.963,4305,63,0.658,0.0,Middle-Aged,3.0,68.33,Low
715093383,Existing Customer,49,Female,2,College,Married,Less than $40K,Blue,41,3,1,3,2115.0,1598,517.0,0.934,4450,68,0.545,0.756,Middle-Aged,3.42,65.44,High
717195933,Attrited Customer,42,Male,3,Graduate,Married,$60K - $80K,Blue,30,2,2,3,5298.0,0,5298.0,0.857,2431,37,0.542,0.0,Adult,2.5,65.7,Low
747107508,Existing Customer,56,Female,3,Graduate,Single,Less than $40K,Blue,49,4,3,1,2433.0,1947,486.0,0.816,4269,88,0.76,0.8,Middle-Aged,4.08,48.51,High
717920583,Existing Customer,60,Female,1,Uneducated,Divorced,Less than $40K,Blue,49,5,2,2,1443.0,0,1443.0,0.875,4673,59,0.735,0.0,Middle-Aged,4.08,79.2,Low
710516283,Existing Customer,50,Male,1,High School,Single,$120K +,Blue,37,4,1,4,9758.0,1792,7966.0,0.626,4134,60,0.765,0.184,Middle-Aged,3.08,68.9,Low
787593558,Existing Customer,42,Male,3,Graduate,Married,$80K - $120K,Blue,34,6,3,0,4562.0,2258,2304.0,0.861,3740,55,0.833,0.495,Adult,2.83,68.0,Moderate
778747608,Existing Customer,65,Female,1,Unknown,Single,Unknown,Blue,46,3,3,2,1438.3,0,1438.3,0.907,4022,61,0.649,0.0,Senior,3.83,65.93,Low
714431058,Existing Customer,41,Female,3,College,Single,Unknown,Blue,36,4,2,4,4210.0,1597,2613.0,0.733,4342,72,0.674,0.379,Adult,3.0,60.31,Moderate
708801108,Attrited Customer,57,Female,3,Uneducated,Single,Less than $40K,Blue,51,3,0,3,1438.3,0,1438.3,0.429,2113,38,0.267,0.0,Middle-Aged,4.25,55.61,Low
715948833,Existing Customer,48,Male,4,Graduate,Married,$120K +,Blue,39,4,2,4,24931.0,1353,23578.0,0.612,5031,79,0.646,0.054,Middle-Aged,3.25,63.68,Low
770667408,Existing Customer,47,Male,4,College,Married,$80K - $120K,Blue,33,3,1,3,8854.0,2382,6472.0,0.67,4768,81,0.929,0.269,Middle-Aged,2.75,58.86,Low
823590483,Existing Customer,62,Female,0,Graduate,Divorced,Less than $40K,Blue,56,3,1,1,2230.0,1716,514.0,0.811,4027,75,0.5,0.77,Senior,4.67,53.69,High
710635083,Existing Customer,46,Male,4,High School,Married,$80K - $120K,Blue,38,5,1,2,28327.0,582,27745.0,0.912,3475,52,0.733,0.021,Middle-Aged,3.17,66.83,Low
716408058,Existing Customer,56,Female,2,Uneducated,Single,Unknown,Blue,36,5,3,4,2500.0,1298,1202.0,0.626,3673,72,0.565,0.519,Middle-Aged,3.0,51.01,Moderate
713803158,Existing Customer,41,Male,3,High School,Single,$60K - $80K,Blue,33,4,1,3,9246.0,0,9246.0,0.658,4611,91,0.569,0.0,Adult,2.75,50.67,Low
713593683,Existing Customer,43,Female,3,Graduate,Married,$40K - $60K,Blue,28,5,3,3,11155.0,1583,9572.0,1.061,3504,60,0.765,0.142,Adult,2.33,58.4,Low
709339758,Existing Customer,43,Male,3,Unknown,Single,$120K +,Blue,30,4,2,3,11926.0,1766,10160.0,0.875,3778,84,0.75,0.148,Adult,2.5,44.98,Low
789382758,Attrited Customer,54,Male,3,Graduate,Single,$40K - $60K,Blue,44,6,3,3,5501.0,0,5501.0,0.519,2050,51,0.821,0.0,Middle-Aged,3.67,40.2,Low
813427833,Existing Customer,45,Female,4,Graduate,Single,Less than $40K,Blue,40,3,2,1,2110.0,844,1266.0,1.109,4812,77,0.604,0.4,Adult,3.33,62.49,Moderate
717846108,Existing Customer,49,Male,4,Uneducated,Married,$60K - $80K,Blue,34,5,3,2,12994.0,904,12090.0,0.627,3734,74,0.85,0.07,Middle-Aged,2.83,50.46,Low
720968583,Existing Customer,52,Female,2,Unknown,Married,Unknown,Blue,45,3,1,2,29551.0,2095,27456.0,1.1,3226,63,0.853,0.071,Middle-Aged,3.75,51.21,Low
721437333,Attrited Customer,46,Male,2,Graduate,Single,$80K - $120K,Blue,36,2,2,2,5054.0,2517,2537.0,0.605,2027,39,0.393,0.498,Middle-Aged,3.0,51.97,Moderate
709134333,Existing Customer,45,Female,2,Graduate,Unknown,Less than $40K,Blue,28,6,2,3,3136.0,2253,883.0,0.722,4674,67,0.763,0.718,Adult,2.33,69.76,High
712630608,Existing Customer,43,Female,2,High School,Unknown,Unknown,Blue,35,3,3,4,6109.0,1549,4560.0,0.683,4430,69,0.865,0.254,Adult,2.92,64.2,Low
712404483,Existing Customer,49,Male,2,High School,Married,$80K - $120K,Blue,36,4,3,1,3989.0,2514,1475.0,0.469,5189,82,0.519,0.63,Middle-Aged,3.0,63.28,Moderate
717812133,Existing Customer,33,Female,1,Graduate,Unknown,Less than $40K,Blue,13,3,1,3,3315.0,1243,2072.0,0.709,4006,65,0.548,0.375,Adult,1.08,61.63,Moderate
714926508,Existing Customer,52,Male,2,Graduate,Married,$80K - $120K,Silver,45,5,4,2,34516.0,1938,32578.0,0.807,2275,46,0.438,0.056,Middle-Aged,3.75,49.46,Low
771474108,Existing Customer,40,Female,2,Uneducated,Married,Less than $40K,Blue,28,3,2,2,1794.0,1019,775.0,0.692,4455,63,0.658,0.568,Adult,2.33,70.71,Moderate
709774608,Existing Customer,51,Male,3,Unknown,Married,$60K - $80K,Blue,36,4,3,4,5993.0,1582,4411.0,0.44,3464,64,0.684,0.264,Middle-Aged,3.0,54.12,Low
718802283,Existing Customer,44,Female,3,Post-Graduate,Divorced,Less than $40K,Blue,31,3,2,1,8320.0,0,8320.0,0.421,4128,82,0.491,0.0,Adult,2.58,50.34,Low
711626658,Attrited Customer,62,Female,1,High School,Single,Less than $40K,Blue,36,2,3,4,1930.0,0,1930.0,0.331,1971,45,0.25,0.0,Senior,3.0,43.8,Low
789354783,Existing Customer,45,Female,3,Unknown,Single,Less than $40K,Blue,32,5,3,0,2329.0,1465,864.0,0.815,4286,86,0.72,0.629,Adult,2.67,49.84,Moderate
720486408,Existing Customer,55,Female,1,Uneducated,Single,Less than $40K,Blue,36,3,3,0,1438.3,756,682.3,1.012,4436,73,0.622,0.526,Middle-Aged,3.0,60.77,Moderate
717793983,Attrited Customer,55,Male,3,Graduate,Single,$40K - $60K,Silver,45,2,3,1,18128.0,0,18128.0,0.71,2503,49,0.885,0.0,Middle-Aged,3.75,51.08,Low
718582158,Existing Customer,48,Male,2,Unknown,Married,$120K +,Blue,35,3,3,4,10642.0,1715,8927.0,0.705,4183,74,0.762,0.161,Middle-Aged,2.92,56.53,Low
713127708,Existing Customer,38,Female,0,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2230.0,0,2230.0,0.896,3766,63,0.909,0.0,Adult,2.17,59.78,Low
717112533,Existing Customer,52,Female,1,Graduate,Unknown,Less than $40K,Blue,42,6,2,0,6946.0,0,6946.0,0.745,4058,88,0.725,0.0,Middle-Aged,3.5,46.11,Low
713681433,Existing Customer,50,Female,2,High School,Divorced,Unknown,Blue,39,5,2,4,9716.0,874,8842.0,0.775,5007,91,0.655,0.09,Middle-Aged,3.25,55.02,Low
718846008,Existing Customer,58,Female,0,Unknown,Married,Unknown,Blue,36,6,3,1,4377.0,1500,2877.0,0.789,3900,62,0.938,0.343,Middle-Aged,3.0,62.9,Moderate
714119283,Attrited Customer,42,Female,2,Unknown,Single,$40K - $60K,Blue,34,3,3,3,2516.0,0,2516.0,0.53,2257,51,0.545,0.0,Adult,2.83,44.25,Low
713056083,Existing Customer,52,Male,2,High School,Single,$120K +,Blue,46,4,2,4,34516.0,0,34516.0,0.775,4037,87,0.706,0.0,Middle-Aged,3.83,46.4,Low
718538958,Existing Customer,55,Female,3,College,Single,Less than $40K,Blue,43,6,3,4,1844.0,0,1844.0,0.729,4564,82,0.608,0.0,Middle-Aged,3.58,55.66,Low
710353233,Existing Customer,48,Male,3,College,Divorced,$60K - $80K,Blue,39,4,3,2,13233.0,1106,12127.0,0.882,4288,47,0.621,0.084,Middle-Aged,3.25,91.23,Low
713853858,Existing Customer,41,Male,4,Unknown,Married,$80K - $120K,Silver,31,5,2,2,34516.0,1433,33083.0,0.758,2589,57,0.676,0.042,Adult,2.58,45.42,Low
710342508,Existing Customer,48,Female,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,4,1593.0,0,1593.0,0.718,4004,76,0.652,0.0,Middle-Aged,3.0,52.68,Low
787563858,Existing Customer,50,Female,1,Graduate,Married,Less than $40K,Blue,41,4,2,3,8589.0,685,7904.0,0.858,3553,63,0.909,0.08,Middle-Aged,3.42,56.4,Low
799239033,Attrited Customer,53,Female,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714.0,0,1714.0,0.661,2279,46,0.533,0.0,Middle-Aged,3.92,49.54,Low
710733183,Existing Customer,46,Male,3,Post-Graduate,Unknown,$120K +,Blue,36,6,1,2,1438.3,845,593.3,0.642,3631,67,0.763,0.587,Middle-Aged,3.0,54.19,Moderate
718489608,Existing Customer,50,Female,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,2433.0,1948,485.0,0.752,4668,69,0.643,0.801,Middle-Aged,3.0,67.65,High
758824608,Existing Customer,47,Male,4,Uneducated,Married,$80K - $120K,Blue,40,5,2,4,21148.0,1746,19402.0,0.853,3370,69,0.769,0.083,Middle-Aged,3.33,48.84,Low
780984408,Existing Customer,65,Female,0,Unknown,Divorced,Less than $40K,Blue,50,3,3,3,7487.0,1953,5534.0,0.891,4070,63,0.658,0.261,Senior,4.17,64.6,Low
814483608,Attrited Customer,47,Female,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798.0,2517,3281.0,0.58,1860,43,0.433,0.434,Middle-Aged,3.5,43.26,Moderate
708848208,Existing Customer,52,Male,3,Uneducated,Single,$80K - $120K,Blue,40,6,3,2,34516.0,1757,32759.0,0.786,4223,81,0.653,0.051,Middle-Aged,3.33,52.14,Low
719713683,Existing Customer,52,Female,0,Graduate,Married,Unknown,Blue,37,6,2,2,7608.0,2373,5235.0,0.95,4921,81,0.62,0.312,Middle-Aged,3.08,60.75,Moderate
715514133,Attrited Customer,44,Female,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2184.0,0,2184.0,0.671,1973,42,0.556,0.0,Adult,2.58,46.98,Low
715955208,Existing Customer,35,Female,1,High School,Single,Less than $40K,Blue,26,3,3,2,2189.0,1833,356.0,0.56,4530,72,0.846,0.837,Adult,2.17,62.92,High
794707083,Attrited Customer,50,Male,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495.0,0,3495.0,0.639,2131,41,0.464,0.0,Middle-Aged,3.67,51.98,Low
805313808,Attrited Customer,52,Female,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018.0,134,7884.0,0.717,2409,38,0.31,0.017,Middle-Aged,3.92,63.39,Low
772922883,Attrited Customer,41,Male,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543.0,0,20543.0,0.547,1874,42,0.615,0.0,Adult,1.83,44.62,Low
715716333,Existing Customer,62,Female,0,High School,Single,Unknown,Blue,50,6,2,2,18819.0,0,18819.0,0.894,4273,87,0.977,0.0,Senior,4.17,49.11,Low
714502458,Existing Customer,49,Male,3,Unknown,Married,$60K - $80K,Blue,36,6,2,4,17811.0,643,17168.0,0.842,3748,79,0.646,0.036,Middle-Aged,3.0,47.44,Low
712444533,Existing Customer,43,Male,2,High School,Single,$80K - $120K,Blue,36,6,2,0,14418.0,0,14418.0,1.043,3880,68,0.7,0.0,Adult,3.0,57.06,Low
797748708,Existing Customer,44,Male,4,Unknown,Single,$80K - $120K,Blue,38,5,3,4,3936.0,2024,1912.0,0.988,5001,66,0.692,0.514,Adult,3.17,75.77,Moderate
780203883,Existing Customer,43,Female,3,Doctorate,Divorced,Unknown,Blue,33,6,3,2,5738.0,0,5738.0,0.852,4375,73,0.622,0.0,Adult,2.75,59.93,Low
